Timestamp,V_RMS,I_RMS,KW,KVAR,KVA,KWH,PF,V_THD,I_THD,Temperature_C,Cloud_Cover_Percentage,Day_of_Year,Hour_of_Day,Humidity_Percentage,Root_Cause,Equipment_Condition
01-03-2023 04:00,230.44,4.93,1.905,0.493,1.967758623,14.827,0.968106052,1.75,4.72,33.1,12.8,60,4,45.1,Normal,Healthy
01-03-2023 04:15,229.54,6.89,2.656,-0.666,2.738227894,15.491,0.969970044,2.57,4.81,34.7,19,60,4.25,27.1,Normal,Healthy
01-03-2023 04:30,230.67,10.36,4.012,1.021,4.139877414,16.493,0.969110587,1.48,4.78,34.6,22.6,60,4.5,32.9,Normal,Healthy
01-03-2023 04:45,230.56,9.52,3.217,-2.022,3.799680644,17.298,0.846649878,1.26,7.79,35.2,19.4,60,4.75,38.8,Normal,Healthy
01-03-2023 05:00,229.45,10.92,3.782,-2.132,4.341537516,18.243,0.871119762,2.03,3.84,35.5,27,60,5,30.2,Normal,Healthy
01-03-2023 05:15,230.81,12.06,4.262,-2.256,4.822258807,19.309,0.883817996,2.3,6.42,35.4,15.1,60,5.25,40.1,Normal,Healthy
01-03-2023 05:30,229.88,15.85,6.029,1.863,6.310278124,20.816,0.955425249,1.9,4.98,36.2,8.8,60,5.5,51.4,Normal,Healthy
01-03-2023 05:45,229.01,8.48,3.196,1.048,3.363438717,21.615,0.950217714,1.96,5.77,34.6,11.2,60,5.75,49.5,Normal,Healthy
01-03-2023 06:00,230.39,11.69,4.057,-2.302,4.664595695,22.629,0.869742931,2.3,4.88,33.4,6.9,60,6,42.4,Normal,Healthy
01-03-2023 06:15,229.48,9.44,3.595,-1.079,3.753433894,23.528,0.957789359,2.06,3.42,33.7,24,60,6.25,42.7,Normal,Healthy
01-03-2023 06:30,229.5,0,0,0,0,23.528,0,1.39,5.35,27.7,20.7,60,6.5,29.2,Normal,Healthy
01-03-2023 06:45,228.28,0.15,-0.051,-0.033,0.06074537,23.516,0.839556336,1.14,4.92,31.7,14.1,60,6.75,41.3,Normal,Healthy
01-03-2023 07:00,229.95,0,0,0,0,23.516,0,2.52,3.94,31.5,16.3,60,7,25.3,Normal,Healthy
01-03-2023 07:15,228.66,0.31,-0.118,-0.041,0.124919974,23.486,0.944597179,0.92,5.87,31.1,12.1,60,7.25,35.3,Normal,Healthy
01-03-2023 07:30,230.28,0,0,0,0,23.486,0,1.53,6.35,31.8,21.8,60,7.5,28.5,Normal,Healthy
01-03-2023 07:45,230.59,0.94,-0.308,-0.213,0.374476969,23.409,0.822478292,1.45,7.9,34.9,38.6,60,7.75,30.7,Normal,Healthy
01-03-2023 08:00,230.61,0.15,-0.055,0.021,0.058872744,23.395,0.934202518,1.83,2.52,34.4,17.8,60,8,29.3,Normal,Healthy
01-03-2023 08:15,230.42,2.65,-0.936,0.493,1.057896498,23.162,0.88477381,2.19,5.93,31.9,18.8,60,8.25,27.4,Normal,Healthy
01-03-2023 08:30,229.92,2.84,-1.027,-0.475,1.131527286,22.905,0.90762203,2.74,4.5,31.8,17.7,60,8.5,21,Normal,Healthy
01-03-2023 08:45,229.37,3.07,-1.027,-0.659,1.220249974,22.648,0.841630141,2.47,5.67,33.1,24.9,60,8.75,25.7,Normal,Healthy
01-03-2023 09:00,230.34,3.52,-1.325,0.462,1.403235191,22.317,0.944245886,2.89,5.73,36.1,36.9,60,9,26.3,Normal,Healthy
01-03-2023 09:15,230.51,8.02,-2.828,-1.501,3.201653479,21.61,0.883293316,1.87,4.43,34.5,10.8,60,9.25,29.8,Normal,Healthy
01-03-2023 09:30,229.51,9.18,-3.38,1.37,3.647094734,20.765,0.926764814,2.27,4.3,33,9.3,60,9.5,36.1,Normal,Healthy
01-03-2023 09:45,229.83,8.37,-2.992,-1.468,3.332729812,20.017,0.897762276,3.03,5.8,35.3,25,60,9.75,36.7,Normal,Healthy
01-03-2023 10:00,229.74,9.78,-3.504,-1.697,3.893305151,19.141,0.900006284,2,3.89,32.5,21,60,10,37.3,Normal,Healthy
01-03-2023 10:15,229.68,13.62,-4.807,-2.5,5.418233015,17.939,0.88718944,1.44,5.11,31.7,6.9,60,10.25,27.1,Normal,Healthy
01-03-2023 10:30,230.28,10.5,-4.087,0.916,4.188391696,16.917,0.97579198,2.26,6.04,33.1,20.2,60,10.5,42.4,Normal,Healthy
01-03-2023 10:45,230.12,12.84,-4.816,-1.734,5.118653339,15.713,0.940872284,1.12,3.1,33.8,20.1,60,10.75,29.8,Normal,Healthy
01-03-2023 11:00,229.76,17.14,-5.664,3.8,6.820622845,14.297,0.830422573,2.46,3.67,31.3,16.3,60,11,31,Normal,Healthy
01-03-2023 11:15,229.7,10.44,-3.559,2.138,4.151809846,13.408,0.857216316,2.44,7.13,33.5,42.7,60,11.25,38.7,Normal,Healthy
01-03-2023 11:30,230.41,14.87,-5.512,2.2,5.934824681,12.03,0.928755164,2.53,8.17,36.4,17.9,60,11.5,40.7,Normal,Healthy
01-03-2023 11:45,228.92,16.21,-5.634,-3.091,6.426214827,10.621,0.876721254,0.61,6.41,40.4,16.1,60,11.75,47,Normal,Healthy
01-03-2023 12:00,230.84,17.94,-6.204,3.597,7.171333558,9.07,0.865110943,2.66,5.54,36.1,16.4,60,12,38.1,Normal,Healthy
01-03-2023 12:15,230.94,15.86,-5.901,-2.324,6.342142934,7.595,0.930442459,2.61,3.55,37.8,20.2,60,12.25,32.3,Normal,Healthy
01-03-2023 12:30,229.9,16.28,-6.229,-1.789,6.480814918,6.037,0.961144411,0.99,3.34,34.6,15.2,60,12.5,37.6,Normal,Healthy
01-03-2023 12:45,229.96,18.36,-6.385,-3.562,7.311365741,4.441,0.873297733,2.02,4.83,32.1,15,60,12.75,22,Normal,Healthy
01-03-2023 13:00,230.57,20.88,-7.649,3.319,8.338043056,2.529,0.917361428,2.19,6.31,34.6,2.1,60,13,37.1,Normal,Healthy
01-03-2023 13:15,230.64,17.38,-6.345,-2.82,6.94344475,0.942,0.913811417,1.47,4.59,32.9,17,60,13.25,33.4,Normal,Healthy
01-03-2023 13:30,230.47,16.3,-6.259,-1.784,6.508282185,-0.622,0.961697551,3.06,6.47,32.7,19.7,60,13.5,40.4,Normal,Healthy
01-03-2023 13:45,229.38,18.82,-6.27,-4.075,7.477869015,-2.19,0.838474056,2.37,7.05,35,17.3,60,13.75,41.6,Normal,Healthy
01-03-2023 14:00,230.14,18.02,-6.311,3.432,7.183825235,-3.767,0.878501205,1.26,7.46,32.2,19.9,60,14,52.4,Normal,Healthy
01-03-2023 14:15,230.48,17.98,-6.988,-1.637,7.177180017,-5.514,0.97364132,2.97,6.79,32.7,4.3,60,14.25,24.7,Normal,Healthy
01-03-2023 14:30,228.88,15.09,-5.57,-2.177,5.980320142,-6.907,0.931388109,2.27,8.79,36.3,18.9,60,14.5,34.7,Normal,Healthy
01-03-2023 14:45,230.45,14.11,-5.456,-1.392,5.630772594,-8.271,0.968960998,1.92,5.87,34.3,15.1,60,14.75,41.7,Normal,Healthy
01-03-2023 15:00,230.5,10.75,-4.013,-1.52,4.29121999,-9.274,0.935165075,1.89,5.97,35.5,29.2,60,15,46.8,Normal,Healthy
01-03-2023 15:15,230.23,15.47,-5.486,2.823,6.169726493,-10.646,0.889180277,1.52,8.33,31.7,11.1,60,15.25,39.2,Normal,Healthy
01-03-2023 15:30,229.84,14.4,-4.953,-2.882,5.730456614,-11.884,0.864328878,1.8,5.92,31.9,10.5,60,15.5,32.6,Normal,Healthy
01-03-2023 15:45,228.31,9.55,-3.466,1.498,3.775865464,-12.75,0.917935005,1.12,6.89,36.2,32.6,60,15.75,32.6,Normal,Healthy
01-03-2023 16:00,230.05,10.93,-3.737,2.236,4.354866818,-13.685,0.85812019,1.52,7.34,34.5,23.7,60,16,36.4,Normal,Healthy
01-03-2023 16:15,228.91,8.32,-3.067,1.213,3.29815979,-14.452,0.929912213,1.29,5.63,37,21.1,60,16.25,30.8,Normal,Healthy
01-03-2023 16:30,230.49,10.51,-3.479,2.348,4.197206809,-15.321,0.828884382,1.6,6.74,35.5,8.3,60,16.5,43.3,Normal,Healthy
01-03-2023 16:45,230.14,6.36,-2.45,0.652,2.535271978,-15.934,0.966365366,2.09,5.97,33.7,16.7,60,16.75,32,Normal,Healthy
01-03-2023 17:00,229.65,6.61,-2.201,1.441,2.630756925,-16.484,0.836641022,1.92,5.18,32.3,14.5,60,17,33,Normal,Healthy
01-03-2023 17:15,229.51,3.63,-1.407,0.316,1.44204889,-16.836,0.975694399,1.39,5.62,33.2,17.7,60,17.25,43.4,Normal,Healthy
01-03-2023 17:30,229.49,3.11,-1.124,-0.518,1.237618681,-17.117,0.908194995,2.56,7.54,36.3,6.5,60,17.5,33.9,Normal,Healthy
01-03-2023 17:45,230.61,1.73,-0.642,0.255,0.69078868,-17.277,0.929371151,1.67,3.53,34.1,24.3,60,17.75,42.8,Normal,Healthy
01-03-2023 18:00,228.62,0.19,-0.064,-0.039,0.074946648,-17.293,0.853929402,1.09,5.93,34.2,17,60,18,25.8,Normal,Healthy
01-03-2023 18:15,230.02,0.12,-0.045,0.019,0.048846699,-17.304,0.921230702,1.1,4.27,35.2,28.1,60,18.25,29.6,Normal,Healthy
01-03-2023 18:30,229.83,0.2,-0.065,-0.044,0.078492038,-17.321,0.828098922,1.18,6.66,33.4,12.3,60,18.5,35.8,Normal,Healthy
01-03-2023 18:45,230.66,26.4,9.298,4.978,10.5467193,-14.996,0.881601079,1.88,3.3,30.8,24.6,60,18.75,34,Normal,Healthy
01-03-2023 19:00,230.73,21.67,8.303,2.468,8.662033999,-12.921,0.958550733,2.45,5.89,31.4,22,60,19,40.5,Normal,Healthy
01-03-2023 19:15,229.76,24.59,8.864,4.143,9.784423591,-10.704,0.905929615,1.54,5.53,36,29.6,60,19.25,34.6,Normal,Healthy
01-03-2023 19:30,229.26,25.31,9.701,2.634,10.05223144,-8.279,0.96505926,1.69,5.28,31.2,34.4,60,19.5,36,Normal,Healthy
01-03-2023 19:45,230.26,21.07,7.612,3.561,8.40376493,-6.376,0.90578439,1.77,4.72,39.1,11.5,60,19.75,36.9,Normal,Healthy
01-03-2023 20:00,229.56,16.67,5.785,-3.238,6.629545158,-4.93,0.872608752,2.65,6.42,34.1,21.9,60,20,42.4,Normal,Healthy
01-03-2023 20:15,230.56,22.51,8.244,-3.581,8.988164273,-2.869,0.917206098,2.41,6.69,33.2,28.5,60,20.25,37.3,Normal,Healthy
01-03-2023 20:30,231.01,19.95,7.596,2.455,7.982871726,-0.97,0.951537155,1.66,5.29,34.1,2.9,60,20.5,31.7,Normal,Healthy
01-03-2023 20:45,230.02,23.61,8.964,2.851,9.406460386,1.271,0.952961973,1,5.24,33.5,17.3,60,20.75,39.6,Normal,Healthy
01-03-2023 21:00,229.81,18.3,7.109,-1.587,7.283985859,3.048,0.9759765,1.99,7.04,31.6,20.9,60,21,32.9,Normal,Healthy
01-03-2023 21:15,229.33,21.88,8.072,3.225,8.692399496,5.066,0.928627254,1.82,3.05,30.8,14.4,60,21.25,32.6,Normal,Healthy
01-03-2023 21:30,229.78,15.45,5.904,-1.72,6.1494403,6.542,0.96008722,2.42,5.97,35.3,17,60,21.5,32.7,Normal,Healthy
01-03-2023 21:45,230.73,27.42,9.088,6.122,10.95767439,8.814,0.82937299,1.41,4.59,35.4,19.7,60,21.75,40.9,Normal,Healthy
01-03-2023 22:00,230.61,20.14,7.034,3.902,8.043802583,10.573,0.874461929,1.67,5.96,34.1,9.2,60,22,27,Normal,Healthy
01-03-2023 22:15,229.63,8.32,3.107,1.137,3.308506914,11.349,0.939094021,1.75,5.69,33.8,13.2,60,22.25,34.4,Normal,Healthy
01-03-2023 22:30,230.01,9.29,3.621,-0.759,3.699692149,12.255,0.978729817,0.82,8.53,34.7,12.1,60,22.5,21.8,Normal,Healthy
01-03-2023 22:45,229.92,14.44,4.97,2.892,5.750179475,13.497,0.864320698,1.64,4.39,29.5,27,60,22.75,35,Normal,Healthy
01-03-2023 23:00,229.51,11.04,3.864,-2.084,4.390165373,14.463,0.880148876,2.38,6.66,33.1,20.2,60,23,33.7,Normal,Healthy
01-03-2023 23:15,230,12.32,4.375,2.227,4.909190768,15.557,0.891185394,1.73,5.02,32.1,16.5,60,23.25,44.1,Normal,Healthy
01-03-2023 23:30,229.13,8.53,3.142,-1.259,3.384855241,16.342,0.928252126,1.96,4.58,33.5,14.8,60,23.5,31.9,Normal,Healthy
01-03-2023 23:45,228.98,8.21,2.939,-1.399,3.254984178,17.077,0.902922698,2.16,5.01,33.6,25.6,60,23.75,40.8,Normal,Healthy
02-03-2023 00:00,229.76,6.53,2.19,-1.402,2.600327672,17.625,0.842201228,0.5,5.55,36.5,20.1,61,0,30.2,Normal,Healthy
02-03-2023 00:15,230.59,11.05,4.065,-1.719,4.413523083,18.641,0.921032699,2.8,5.39,31.3,8.9,61,0.25,18.7,Normal,Healthy
02-03-2023 00:30,230.82,12.33,4.69,1.522,4.930779249,19.813,0.951167921,1.49,4.84,34.7,25.3,61,0.5,37.9,Normal,Healthy
02-03-2023 00:45,229.97,5.63,1.971,1.067,2.241278653,20.306,0.879408332,2.11,6.07,36.2,14.7,61,0.75,33.9,Normal,Healthy
02-03-2023 01:00,228.8,7.97,2.608,-1.783,3.159232977,20.958,0.825516571,2.35,4.13,33.4,28,61,1,41.9,Normal,Healthy
02-03-2023 01:15,230.32,12.46,4.684,1.665,4.971124722,22.129,0.942241308,1.76,3.44,33.2,11.4,61,1.25,29.2,Normal,Healthy
02-03-2023 01:30,229.66,9.47,3.292,-1.83,3.766452442,22.952,0.874031778,1.13,2.57,31.5,25.5,61,1.5,15,Normal,Healthy
02-03-2023 01:45,230.69,8.5,3.149,1.272,3.396201555,23.739,0.92721207,1.84,5.33,35,34.6,61,1.75,32.3,Normal,Healthy
02-03-2023 02:00,230.72,5.45,2.028,-0.791,2.176801553,24.246,0.931641686,2.21,5.31,30.1,11.4,61,2,32.1,Normal,Healthy
02-03-2023 02:15,229.6,9.71,3.549,-1.527,3.863564416,25.133,0.918581574,2.05,5.06,32.1,27.1,61,2.25,37.1,Normal,Healthy
02-03-2023 02:30,229.93,16.2,5.86,-2.695,6.45000969,26.599,0.908525626,1.91,3.8,33.8,27.7,61,2.5,39.6,Normal,Healthy
02-03-2023 02:45,229.91,8.08,2.937,-1.314,3.21754021,27.333,0.912808822,1.51,5.65,32.3,19.3,61,2.75,38.2,Normal,Healthy
02-03-2023 03:00,229.86,10.35,3.991,-1.026,4.120771408,28.331,0.968507747,2.18,4.35,31.1,22.1,61,3,28.7,Normal,Healthy
02-03-2023 03:15,229.82,14.21,4.659,-3.207,5.656070191,29.495,0.823716648,2.18,6.24,31.6,14.6,61,3.25,27.4,Normal,Healthy
02-03-2023 03:30,230.92,12.88,4.265,-2.888,5.150802753,30.562,0.828026111,2.31,5.22,40,10,61,3.5,51.9,Normal,Healthy
02-03-2023 03:45,229.41,7.42,2.836,0.805,2.948036804,31.271,0.961995805,2.37,7.83,37.8,17,61,3.75,30.9,Normal,Healthy
02-03-2023 04:00,229.91,11.07,4.207,-1.319,4.408923905,32.323,0.954200875,2.18,6.41,34.9,10.1,61,4,34.8,Normal,Healthy
02-03-2023 04:15,229.57,9.94,3.729,-1.306,3.951085547,33.255,0.943791019,2.75,5.95,32.2,18.3,61,4.25,25.6,Normal,Healthy
02-03-2023 04:30,231.08,7.61,2.87,-1.017,3.044862723,33.972,0.94257092,3.37,5.79,34.9,33,61,4.5,33.4,Normal,Healthy
02-03-2023 04:45,230.47,9.92,3.547,1.765,3.961872537,34.859,0.895283498,2.9,4.28,35.6,11.2,61,4.75,34.2,Normal,Healthy
02-03-2023 05:00,229.92,9.37,3.141,2.017,3.732850118,35.644,0.841447971,2.54,7.37,36.2,16.9,61,5,15.3,Normal,Healthy
02-03-2023 05:15,229.2,12.88,4.453,-2.512,5.112665939,36.757,0.870974005,1.87,7.67,34.1,5.2,61,5.25,27.2,Normal,Healthy
02-03-2023 05:30,229.27,6.05,2.172,1.031,2.404276398,37.3,0.903389934,2.41,5.65,32.4,12,61,5.5,22.2,Normal,Healthy
02-03-2023 05:45,229.89,5.98,1.994,-1.303,2.381983417,37.799,0.837117147,1.34,7.86,33.2,16.8,61,5.75,37.7,Normal,Healthy
02-03-2023 06:00,228.99,12.17,4.666,1.232,4.825907169,38.965,0.966864647,1.6,7.77,34.9,15.6,61,6,23.3,Normal,Healthy
02-03-2023 06:15,230.73,7.12,2.63,1.088,2.846163031,39.623,0.924050747,0.97,6.53,31.9,12.3,61,6.25,34.2,Normal,Healthy
02-03-2023 06:30,228.64,0,0,0,0,39.623,0,1.97,4.15,29.3,7.5,61,6.5,34.9,Normal,Healthy
02-03-2023 06:45,230.29,0.77,-0.298,0.077,0.307787264,39.549,0.968198059,2.28,5.78,31.7,15,61,6.75,38.4,Normal,Healthy
02-03-2023 07:00,228.5,0.7,-0.26,0.098,0.277856078,39.484,0.935732867,1.93,6.26,30.8,26.5,61,7,28.9,Normal,Healthy
02-03-2023 07:15,230.26,0,0,0,0,39.484,0,2.87,4.61,31.7,7.8,61,7.25,48.4,Normal,Healthy
02-03-2023 07:30,229.78,0,0,0,0,39.484,0,2.07,4.75,34.6,0,61,7.5,39.4,Normal,Healthy
02-03-2023 07:45,229.66,0.61,-0.219,0.104,0.242439683,39.429,0.903313739,1.88,4.41,34,20.4,61,7.75,35.6,Normal,Healthy
02-03-2023 08:00,229.59,0,0,0,0,39.429,0,2.63,3,32.8,24.1,61,8,30.8,Normal,Healthy
02-03-2023 08:15,231,2.04,-0.69,-0.436,0.816208307,39.256,0.845371395,1.15,5.34,29.5,12.6,61,8.25,34.9,Normal,Healthy
02-03-2023 08:30,229.22,2.66,-0.976,-0.404,1.05631056,39.012,0.923969818,1.68,5.88,32.3,24.3,61,8.5,42.1,Normal,Healthy
02-03-2023 08:45,230.48,3.53,-1.375,0.302,1.407774485,38.668,0.976718244,1.93,7.38,33.6,18.1,61,8.75,21.3,Normal,Healthy
02-03-2023 09:00,229.32,5.78,-2.022,1.085,2.294713272,38.163,0.881155456,2.81,5.58,32.7,20.4,61,9,34.1,Normal,Healthy
02-03-2023 09:15,230.29,7.23,-2.44,1.539,2.884808659,37.553,0.845809703,2.59,6.14,35.7,23.3,61,9.25,40.2,Normal,Healthy
02-03-2023 09:30,230.94,7.54,-2.68,1.386,3.017183455,36.883,0.888245329,1.25,7,29,20.7,61,9.5,30.3,Normal,Healthy
02-03-2023 09:45,230.22,9.28,-3.04,-2.111,3.701070251,36.123,0.821383809,2.22,5.28,34.9,20.2,61,9.75,37.3,Normal,Healthy
02-03-2023 10:00,229.52,8.67,-3.276,-1.071,3.446624,35.304,0.950495049,1.76,4.43,38.4,27.7,61,10,27,Normal,Healthy
02-03-2023 10:15,229.97,12.15,-4.44,-1.93,4.841332461,34.194,0.917102702,0.72,5.78,35.3,9.4,61,10.25,27.3,Normal,Healthy
02-03-2023 10:30,229.27,10.93,-3.93,-1.839,4.338988477,33.211,0.905740846,2.98,6.38,33.3,25.4,61,10.5,53.8,Normal,Healthy
02-03-2023 10:45,229.14,11.35,-3.794,2.427,4.503861121,32.263,0.842388132,2.65,5.16,34.8,31.1,61,10.75,49.6,Normal,Healthy
02-03-2023 11:00,230.06,13.99,-5.217,-1.966,5.57514529,30.959,0.935760199,2.6,3.1,35.8,16.1,61,11,37.4,Normal,Healthy
02-03-2023 11:15,230.47,13.43,-5.222,-1.222,5.363074491,29.653,0.973695039,2.89,5.84,34.2,23.6,61,11.25,33.6,Normal,Healthy
02-03-2023 11:30,229.15,14.36,-5.568,-1.214,5.698808647,28.261,0.977046146,1.26,4.41,32.8,21.3,61,11.5,52.7,Normal,Healthy
02-03-2023 11:45,230.89,15.72,-5.724,2.603,6.288066873,26.83,0.910295518,2.4,2.11,32.1,18,61,11.75,36.2,Normal,Healthy
02-03-2023 12:00,229.87,16.06,-5.703,2.891,6.393910384,25.404,0.891942296,2.51,7.14,30.2,20.6,61,12,37.7,Normal,Healthy
02-03-2023 12:15,229.9,18.43,-6.785,-2.791,7.336614069,23.708,0.92481341,1.91,5.23,35.5,9.7,61,12.25,36.6,Normal,Healthy
02-03-2023 12:30,231.09,18.07,-6.876,-2.24,7.231664815,21.989,0.950818273,1.85,7.33,33.4,9.8,61,12.5,24.9,Normal,Healthy
02-03-2023 12:45,230.21,19.13,-7.133,2.701,7.627259665,20.206,0.935198142,2.77,7.43,31.1,7,61,12.75,26.3,Normal,Healthy
02-03-2023 13:00,230.2,15.36,-5.924,-1.555,6.124687829,18.725,0.967232812,2.39,6.82,34.4,25.2,61,13,36.8,Normal,Healthy
02-03-2023 13:15,230,16.28,-5.918,2.654,6.48586463,17.245,0.912445668,2.06,6.51,34.5,24.7,61,13.25,44.2,Normal,Healthy
02-03-2023 13:30,229.85,18.38,-6.201,3.888,7.319080885,15.695,0.847237413,2.45,5.25,30.3,20.8,61,13.5,31.5,Normal,Healthy
02-03-2023 13:45,230.85,16.26,-6.155,-2.1,6.503385657,14.156,0.946429964,2.79,5.71,33.3,19,61,13.75,36.1,Normal,Healthy
02-03-2023 14:00,230.4,17.9,-6.524,2.91,7.143575855,12.525,0.913267979,3.09,6.34,34.3,14.9,61,14,35.8,Normal,Healthy
02-03-2023 14:15,229.7,12.36,-4.632,1.656,4.919121873,11.367,0.941631287,2.9,5.36,36.2,34.8,61,14.25,28.1,Normal,Healthy
02-03-2023 14:30,229.38,18.58,-6.535,3.432,7.381385304,9.733,0.885335048,1.34,7.59,35,7.3,61,14.5,39.9,Normal,Healthy
02-03-2023 14:45,230.35,14.38,-5.244,-2.328,5.737518627,8.422,0.913983801,1.83,6.16,36.1,25,61,14.75,43,Normal,Healthy
02-03-2023 15:00,229.95,16.06,-6.198,1.586,6.397702713,6.873,0.968785095,1.03,4.84,31.5,2.8,61,15,24.3,Normal,Healthy
02-03-2023 15:15,229.04,13.2,-4.341,2.927,5.235609802,5.788,0.829129621,1.92,5.73,34.7,19,61,15.25,38.7,Normal,Healthy
02-03-2023 15:30,229.6,10.52,-3.992,1.253,4.184025932,4.79,0.954104757,2.51,4.34,39.1,28.6,61,15.5,33.3,Normal,Healthy
02-03-2023 15:45,230.11,13.05,-4.446,2.7,5.201626284,3.678,0.854732521,2.73,5.7,32.6,18.2,61,15.75,41.3,Normal,Healthy
02-03-2023 16:00,229.85,11.39,-4.161,-1.807,4.536427008,2.638,0.917241493,2.76,5.56,35.5,11.1,61,16,36.2,Normal,Healthy
02-03-2023 16:15,228.76,8.13,-3.009,-1.153,3.222342316,1.886,0.933792494,2.2,6.57,33.6,21.5,61,16.25,34.7,Normal,Healthy
02-03-2023 16:30,229.44,7.81,-3.002,-0.791,3.104462111,1.135,0.966994901,3.41,7.76,30.3,22.8,61,16.5,38.4,Normal,Healthy
02-03-2023 16:45,229.16,5.9,-2.062,-1.108,2.340834894,0.62,0.880881913,2.8,6.08,30.9,17.7,61,16.75,27.8,Normal,Healthy
02-03-2023 17:00,229.57,5.57,-1.851,-1.217,2.215240393,0.157,0.835574852,2.53,6.07,32.5,18.8,61,17,39.1,Normal,Healthy
02-03-2023 17:15,230.35,5.07,-1.725,-1.053,2.020998268,-0.274,0.853538162,1.36,6.31,32.5,11.4,61,17.25,15,Normal,Healthy
02-03-2023 17:30,229.55,3.97,-1.493,-0.515,1.579327072,-0.647,0.945338734,1.19,5.17,31,11.5,61,17.5,35.2,Normal,Healthy
02-03-2023 17:45,229.49,0.87,-0.304,0.167,0.346850112,-0.723,0.876456755,1.77,6.17,31.5,7.6,61,17.75,31.4,Normal,Healthy
02-03-2023 18:00,229.64,0,0,0,0,-0.723,0,0.97,5.09,32.1,17.2,61,18,50.8,Normal,Healthy
02-03-2023 18:15,230.07,0.35,-0.122,-0.063,0.137306227,-0.754,0.888518417,2.04,4.34,34.9,23.2,61,18.25,27.1,Normal,Healthy
02-03-2023 18:30,229.97,0,0,0,0,-0.754,0,2.26,2.44,33.6,2.6,61,18.5,37.3,Normal,Healthy
02-03-2023 18:45,229.58,23.53,7.967,4.911,9.359006892,1.238,0.851265443,1.52,4.83,33.5,6.3,61,18.75,42.1,Normal,Healthy
02-03-2023 19:00,229.55,20.72,7.783,-2.703,8.239010742,3.183,0.944652131,3.53,4.86,35.8,11.5,61,19,45.7,Normal,Healthy
02-03-2023 19:15,229.32,22.37,8.349,-3.044,8.886604357,5.271,0.939503856,2.67,6.25,37.3,28.4,61,19.25,37.8,Normal,Healthy
02-03-2023 19:30,228.76,17.76,6.888,1.435,7.035891486,6.993,0.978980281,2.36,5.36,34.7,9.1,61,19.5,37.4,Normal,Healthy
02-03-2023 19:45,230.53,28.13,9.382,6.175,11.23176518,9.338,0.835309412,2.74,5.86,33.7,24.1,61,19.75,33.2,Normal,Healthy
02-03-2023 20:00,229.84,19.12,7.463,1.5,7.612251244,11.204,0.980393156,2.71,5.3,34.8,5.8,61,20,26.3,Normal,Healthy
02-03-2023 20:15,229.8,22.73,8.201,3.822,9.047877375,13.254,0.906400336,2.83,6.19,35.7,19.8,61,20.25,43,Normal,Healthy
